Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
57,Mauritius,Sub-Saharan Africa,5.8882,6.64941,0.86328,72,"0,78911","0,38051","0,13150",2019
58,Japan,East Asia,5.8861,7.87667,0.87371,78,"0,70489","0,12169","0,30974",2019
59,Honduras,Latin America and Caribbean,5.8604,3.81447,0.76135,73,"0,80340","0,43420","0,17303",2019
60,Kazakhstan,Commonwealth of Independent States,5.8088,6.96798,0.9286,71,"0,64928","0,25759","0,21276",2019
61,Bolivia,Latin America and Caribbean,5.7793,4.60595,0.74474,71,"0,81029","0,24135","0,14237",2019
62,Hungary,Central and Eastern Europe,5.7583,7.13196,0.86823,73,"0,31589","0,14246","0,04367",2019
63,Paraguay,Latin America and Caribbean,5.7427,5.07969,0.90866,72,"0,81454","0,32465","0,17726",2019
65,Peru,Latin America and Caribbean,5.6971,5.69922,0.78446,73,"0,72005","0,14743","0,06050",2019
66,Portugal,Western Europe,5.6925,7.24859,0.88123,76,"0,80494","0,08274","0,05515",2019
67,Pakistan,South Asia,5.653,4.01712,0.54585,68,"0,49627","0,38947","0,21627",2019
68,Russia,Commonwealth of Independent States,5.6479,7.0252,0.89451,71,"0,52956","0,14501","0,06817",2019
69,Philippines,Southeast Asia,5.6314,4.79405,0.79609,70,"0,88426","0,20728","0,23638",2019
70,Serbia,Central and Eastern Europe,5.603,5.96054,0.85176,73,"0,44733","0,24171","0,08527",2019
71,Moldova,Central and Eastern Europe,5.5285,4.06975,0.8179,71,"0,38855","0,31909","0,00000",2019
73,Montenegro,Central and Eastern Europe,5.5229,6.23809,0.83806,74,"0,31198","0,25141","0,17662",2019
75,Croatia,Central and Eastern Europe,5.4318,6.8564,0.77959,75,"0,46916","0,21106","0,04876",2019
77,Dominican Republic,Latin America and Caribbean,5.4253,6.02949,0.86316,72,"0,78716","0,19959","0,22400",2019
78,Bosnia and Herzegovina,Central and Eastern Europe,5.3865,5.61179,0.74622,73,"0,33634","0,46461","0,01220",2019
80,Malaysia,Southeast Asia,5.3388,7.24775,0.72134,73,"0,80502","0,45962","0,05367",2019
82,Greece,Middle East and North Africa,5.2867,7.01463,0.71213,76,"0,10625","0,00000","0,07604",2019
83,Mongolia,East Asia,5.2854,5.62809,0.94271,70,"0,50144","0,41571","0,08387",2019
85,Nigeria,Sub-Saharan Africa,5.2646,4.1353,0.68429,62,"0,67486","0,38055","0,09018",2019
86,Kyrgyzstan,Commonwealth of Independent States,5.2607,3.26924,0.88558,71,"0,80438","0,53031","0,05025",2019
89,Morocco,Middle East and North Africa,5.2081,4.75742,0.48163,72,"0,66156","0,06292","0,16807",2019
91,Lebanon,Middle East and North Africa,5.1973,5.86005,0.75397,73,"0,34181","0,29350","0,06047",2019
92,Indonesia,Southeast Asia,5.1924,5.52577,0.74068,70,"0,77722","0,88037","0,06293",2019
93,China,East Asia,5.1909,6.1072,0.69274,74,"0,82563","0,10213","0,22006",2019
94,Vietnam,Southeast Asia,5.1753,4.39867,0.82913,73,"0,85989","0,26057","0,16179",2019
96,Cameroon,Sub-Saharan Africa,5.0437,3.25968,0.56053,64,"0,60354","0,33027","0,08126",2019
97,Bulgaria,Central and Eastern Europe,5.011,6.4813,0.93211,73,"0,49234","0,14269","0,00963",2019
98,Ghana,Sub-Saharan Africa,4.9963,3.63001,0.53458,67,"0,60278","0,43227","0,08735",2019
99,Ivory Coast,Sub-Saharan Africa,4.9438,3.38023,0.49734,62,"0,55737","0,27201","0,19965",2019
100,Nepal,South Asia,4.9127,2.64596,0.75482,70,"0,69592","0,50315","0,19689",2019
101,Jordan,Middle East and North Africa,4.9057,4.97014,0.75424,73,"0,60687","0,19416","0,28725",2019
102,Benin,Sub-Saharan Africa,4.8832,2.33522,0.26943,65,"0,55357","0,30998","0,18011",2019
104,Gabon,Sub-Saharan Africa,4.7992,6.27431,0.72853,68,"0,46681","0,07572","0,12067",2019
106,South Africa,Sub-Saharan Africa,4.7222,5.6985,0.83188,66,"0,61682","0,22973","0,12090",2019
107,Albania,Central and Eastern Europe,4.7186,5.6238,0.52208,74,"0,60727","0,31487","0,05983",2019
108,Venezuela,Latin America and Caribbean,4.7066,5.69744,0.87893,73,"0,24332","0,11348","0,10445",2019
109,Cambodia,Southeast Asia,4.6998,3.40725,0.69131,69,"0,96430","0,40945","0,13605",2019
111,Senegal,Sub-Saharan Africa,4.6811,2.67179,0.69857,68,"0,46206","0,27053","0,15857",2019
114,Niger,Sub-Saharan Africa,4.6275,0.81981,0.47646,64,"0,50436","0,33213","0,22608",2019
115,Burkina Faso,Sub-Saharan Africa,4.5868,1.96485,0.65033,65,"0,40323","0,31338","0,25001",2019
116,Armenia,Commonwealth of Independent States,4.5594,5.04787,0.64973,73,"0,44773","0,16795","0,14093",2019
117,Iran,Middle East and North Africa,4.548,6.53147,0.51862,72,"0,48300","0,47686","0,27606",2019
118,Guinea,Sub-Saharan Africa,4.5344,2.25548,0.51041,65,"0,52656","0,36503","0,19070",2019
119,Georgia,Commonwealth of Independent States,4.5191,5.26021,0.40997,72,"0,54832","0,07627","0,36187",2019
121,Kenya,Sub-Saharan Africa,4.5086,3.03814,0.60546,68,"0,68221","0,65814","0,11817",2019
122,Mauritania,Middle East and North Africa,4.4903,3.38244,0.71889,67,"0,10420","0,18660","0,19474",2019
124,Tunisia,Middle East and North Africa,4.4606,5.46875,0.61585,73,"0,26453","0,10390","0,12122",2019
125,Bangladesh,South Asia,4.4558,3.33871,0.5717,71,"0,83548","0,29298","0,31678",2019
126,Iraq,Middle East and North Africa,4.4372,6.19404,0.60346,68,"0,38121","0,26171","0,19635",2019
128,Mali,Sub-Saharan Africa,4.3904,2.28528,0.68039,63,"0,51852","0,27052","0,11474",2019
129,Sierra Leone,Sub-Saharan Africa,4.3742,1.59292,0.51807,62,"0,48972","0,44580","0,09945",2019
130,Sri Lanka,South Asia,4.3659,5.63751,0.77902,73,"0,74517","0,43111","0,10278",2019
131,Myanmar,Southeast Asia,4.3604,4.21509,0.7271,68,"0,83234","1,00000","0,38040",2019
132,Chad,Sub-Saharan Africa,4.3495,2.07803,0.47205,61,"0,27523","0,35038","0,17260",2019
133,Ukraine,Commonwealth of Independent States,4.3322,4.87103,0.85639,71,"0,28197","0,33024","0,02155",2019
134,Ethiopia,Sub-Saharan Africa,4.2858,1.99761,0.63626,67,"0,54516","0,36875","0,22145",2019
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,"0,56366","0,44562","0,13222",2019
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,"0,38183","0,13376","0,14763",2019
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,"0,68203","0,43673","0,19120",2019
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,"0,46411","0,31216","0,18844",2019
140,India,South Asia,4.0152,4.4826,0.47112,68,"0,78838","0,35259","0,18714",2019
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,"0,58567","0,41210","0,07262",2019
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,"0,23413","0,29867","0,08949",2019
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,"0,57163","0,26697","0,19725",2019
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,"0,72150","0,04417","0,22099",2019
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,"0,70246","0,38545","0,19701",2019
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,"0,66084","0,48830","0,32510",2019
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,"0,00000","0,27951","0,05495",2019
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,"0,95535","0,28022","0,10373",2020
2,Denmark,Western Europe,7.6456,8.63519,0.97149,72,"0,95928","0,42609","0,07109",2020
3,Switzerland,Western Europe,7.5599,9.05054,0.95143,74,"0,90723","0,47218","0,23486",2020
4,Iceland,Western Europe,7.5045,8.63228,1.0,73,"0,95487","0,63587","0,72890",2020
5,Norway,Western Europe,7.488,9.2681,0.96614,73,"0,96672","0,50540","0,18580",2020
6,Netherlands,Western Europe,7.4489,8.71326,0.94577,72,"0,88512","0,59022","0,30871",2020
7,Sweden,Western Europe,7.3535,8.60451,0.92619,73,"0,93801","0,47880","0,17086",2020
8,New Zealand,North America and ANZ,7.2996,8.08445,0.961,73,"0,93295","0,57164","0,13484",2020
9,Austria,Western Europe,7.2942,8.5723,0.92884,73,"0,87032","0,44841","0,47248",2020
10,Luxembourg,Western Europe,7.2375,10.0,0.89659,73,"0,88009","0,34389","0,31158",2020
11,Canada,North America and ANZ,7.2321,8.47054,0.92751,74,"0,92897","0,49407","0,34035",2020
12,Australia,North America and ANZ,7.2228,8.52747,0.9545,74,"0,89702","0,57032","0,36980",2020
13,United Kingdom,Western Europe,7.1645,8.28451,0.94202,72,"0,75752","0,65536","0,39493",2020
14,Israel,Middle East and North Africa,7.1286,7.9162,0.90675,73,"0,60683","0,46833","0,81263",2020
15,Costa Rica,Latin America and Caribbean,7.1214,6.38461,0.8884,71,"0,93040","0,23037","0,81926",2020
16,Ireland,Western Europe,7.0937,9.41569,0.95026,72,"0,84784","0,51846","0,29959",2020
17,Germany,Western Europe,7.0758,8.55212,0.88432,72,"0,81393","0,44232","0,41976",2020
18,United States,North America and ANZ,6.9396,8.94129,0.90774,68,"0,77114","0,52323","0,71437",2020
20,Belgium,Western Europe,6.8635,8.43276,0.90379,72,"0,72094","0,25792","0,60852",2020
21,United Arab Emirates,Middle East and North Africa,6.7908,9.31287,0.80848,67,"0,94182","0,49254","0,58697",2020
22,Malta,Western Europe,6.7728,8.1508,0.9324,72,"0,91341","0,59876","0,66452",2020
23,France,Western Europe,6.6638,8.25242,0.94267,74,"0,74149","0,19762","0,57367",2020
24,Mexico,Latin America and Caribbean,6.465,6.66626,0.79243,68,"0,79896","0,14583","0,84407",2020
26,Uruguay,Latin America and Caribbean,6.4401,6.96959,0.92085,69,"0,85719","0,23191","0,63721",2020
27,Saudi Arabia,Middle East and North Africa,6.4065,8.68321,0.84646,66,"0,79115","0,15345","0,69367",2020
28,Spain,Western Europe,6.4009,8.00777,0.91828,74,"0,61446","0,29010","0,79447",2020
29,Guatemala,Latin America and Caribbean,6.3989,4.9055,0.75878,65,"0,88443","0,29942","0,81552",2020
30,Italy,Western Europe,6.3874,8.04591,0.87059,74,"0,46346","0,29881","0,92470",2020
31,Singapore,Southeast Asia,6.3771,9.88875,0.90171,77,"0,91641","0,38393","0,00000",2020
32,Brazil,Latin America and Caribbean,6.3756,6.19961,0.88104,66,"0,69712","0,23108","0,80021",2020
33,Slovenia,Central and Eastern Europe,6.3634,7.86537,0.94644,71,"0,93283","0,25570","0,85649",2020
34,El Salvador,Latin America and Caribbean,6.3483,4.87377,0.74271,66,"0,75590","0,20873","0,78050",2020
35,Kosovo,Central and Eastern Europe,6.3252,5.46948,0.76505,64,"0,80384","0,57087","0,98395",2020
36,Panama,Latin America and Caribbean,6.3048,7.14313,0.88923,70,"0,83640","0,17059","0,89829",2020
37,Slovakia,Central and Eastern Europe,6.2806,7.77547,0.92037,69,"0,61093","0,20486","0,97882",2020
38,Uzbekistan,Commonwealth of Independent States,6.2576,4.53351,0.92663,65,"1,00000","0,63760","0,47434",2020
39,Chile,Latin America and Caribbean,6.2285,7.13874,0.85508,70,"0,60219","0,27303","0,88212",2020
41,Lithuania,Western Europe,6.2155,7.76715,0.92588,67,"0,60649","0,09423","0,84742",2020
43,Poland,Central and Eastern Europe,6.1863,7.60882,0.84675,69,"0,80474","0,11122","0,69889",2020
44,Colombia,Latin America and Caribbean,6.1634,6.06636,0.86229,68,"0,76001","0,16211","0,91401",2020
45,Cyprus,Western Europe,6.159,7.89236,0.74257,74,"0,66264","0,40001","0,90396",2020
46,Nicaragua,Latin America and Caribbean,6.1371,4.0349,0.82117,68,"0,80793","0,37358","0,67349",2020
47,Romania,Central and Eastern Europe,6.1237,7.29107,0.77182,67,"0,77149","0,11966","0,99844",2020
49,Mauritius,Sub-Saharan Africa,6.1013,6.98692,0.90185,66,"0,85225","0,32799","0,84228",2020
50,Kazakhstan,Commonwealth of Independent States,6.0579,7.30534,0.93907,65,"0,71752","0,26976","0,79281",2020
51,Estonia,Western Europe,6.0218,7.75987,0.93904,69,"0,83180","0,21961","0,62157",2020
52,Philippines,Southeast Asia,6.006,5.04414,0.80474,62,"0,89707","0,22685","0,75545",2020
53,Hungary,Central and Eastern Europe,6.0004,7.57679,0.91951,68,"0,55736","0,12371","0,94833",2020
54,Thailand,Southeast Asia,5.9988,6.5533,0.87073,67,"0,87909","0,66111","0,94028",2020
55,Argentina,Latin America and Caribbean,5.9747,6.69279,0.8869,69,"0,75128","0,12302","0,88669",2020
56,Honduras,Latin America and Caribbean,5.9532,3.89649,0.76679,67,"0,81952","0,45020","0,83718",2020
57,Latvia,Western Europe,5.95,7.42769,0.91395,67,"0,47485","0,13234","0,83046",2020
58,Ecuador,Latin America and Caribbean,5.9252,5.55344,0.789,69,"0,80089","0,20183","0,83729",2020
59,Portugal,Western Europe,5.9109,7.60603,0.86557,72,"0,85089","0,09308","0,94798",2020
60,Jamaica,Latin America and Caribbean,5.8898,5.06976,0.91,67,"0,79785","0,20405","0,94345",2020
61,South Korea,East Asia,5.8724,8.10386,0.73248,74,"0,37411","0,29888","0,82258",2020
62,Japan,East Asia,5.8708,8.24327,0.86092,75,"0,71468","0,06267","0,65969",2020
63,Peru,Latin America and Caribbean,5.7968,5.97751,0.78084,68,"0,74027","0,16078","0,94930",2020
64,Serbia,Central and Eastern Europe,5.7782,6.43064,0.85776,68,"0,57038","0,26374","0,88850",2020
65,Bolivia,Latin America and Caribbean,5.7475,4.75687,0.73816,64,"0,82863","0,24284","0,86319",2020
66,Pakistan,South Asia,5.6933,4.01385,0.5641,58,"0,58480","0,40137","0,77007",2020
67,Paraguay,Latin America and Caribbean,5.6921,5.84372,0.8841,66,"0,84600","0,35854","0,87794",2020
68,Dominican Republic,Latin America and Caribbean,5.6892,6.39817,0.8587,66,"0,81191","0,19690","0,78253",2020
69,Bosnia and Herzegovina,Central and Eastern Europe,5.6741,5.97651,0.77799,68,"0,44047","0,46332","0,99780",2020
70,Moldova,Central and Eastern Europe,5.6075,4.60681,0.79952,65,"0,56193","0,30545","0,97303",2020
72,Montenegro,Central and Eastern Europe,5.5461,6.5736,0.81784,69,"0,43738","0,26151","0,81537",2020
73,Russia,Commonwealth of Independent States,5.546,7.33401,0.89085,64,"0,57625","0,17381","0,91429",2020
74,Kyrgyzstan,Commonwealth of Independent States,5.5415,3.33955,0.86654,64,"0,88655","0,52889","0,94286",2020
77,Greece,Middle East and North Africa,5.515,7.34098,0.75536,72,"0,25029","0,00000","0,90839",2020
79,Croatia,Central and Eastern Europe,5.5047,7.21703,0.84731,70,"0,55023","0,20006","0,97688",2020
81,Mongolia,East Asia,5.4562,5.88851,0.94273,62,"0,51308","0,46311","0,91272",2020
82,Malaysia,Southeast Asia,5.3843,7.60356,0.75861,67,"0,86105","0,48241","0,88341",2020
83,Vietnam,Southeast Asia,5.3535,4.67302,0.80971,68,"0,93879","0,23953","0,83148",2020
84,Indonesia,Southeast Asia,5.2856,5.80292,0.7462,62,"0,81954","0,95232","0,92820",2020
85,Ivory Coast,Sub-Saharan Africa,5.2333,3.49517,0.51676,50,"0,57282","0,29819","0,82464",2020
86,Benin,Sub-Saharan Africa,5.216,2.38336,0.22773,54,"0,58540","0,34515","0,76380",2020
91,Ghana,Sub-Saharan Africa,5.148,3.74746,0.62444,57,"0,68846","0,45856","0,89390",2020
92,Nepal,South Asia,5.1372,2.88968,0.7113,64,"0,69325","0,52819","0,76086",2020
94,China,East Asia,5.1239,6.44595,0.73152,69,"0,86778","0,13868","0,78008",2020
96,Bulgaria,Central and Eastern Europe,5.1015,6.81051,0.94379,67,"0,60268","0,18222","1,00000",2020
97,Morocco,Middle East and North Africa,5.0948,4.93677,0.41692,66,"0,64918","0,07026","0,85486",2020
98,Cameroon,Sub-Saharan Africa,5.0849,3.27953,0.58138,53,"0,63358","0,34752","0,89798",2020
99,Venezuela,Latin America and Caribbean,5.0532,5.01237,0.8714,67,"0,39194","0,15300","0,88067",2020
101,Senegal,Sub-Saharan Africa,4.9808,3.28021,0.61683,60,"0,50832","0,28851","0,84645",2020
102,Guinea,Sub-Saharan Africa,4.9493,2.538,0.48551,54,"0,53641","0,43785","0,78955",2020
103,Niger,Sub-Saharan Africa,4.9096,0.70497,0.45478,54,"0,62791","0,36534","0,74200",2020
105,Albania,Central and Eastern Europe,4.8827,5.90009,0.53664,69,"0,66633","0,30015","0,95243",2020
106,Cambodia,Southeast Asia,4.8484,3.54424,0.69233,62,"0,97356","0,40951","0,86339",2020
107,Bangladesh,South Asia,4.8328,3.61922,0.5614,65,"0,87142","0,31018","0,66851",2020
108,Gabon,Sub-Saharan Africa,4.8293,6.42975,0.71493,60,"0,53292","0,09128","0,89533",2020
109,South Africa,Sub-Saharan Africa,4.8141,5.87073,0.81359,57,"0,62715","0,22184","0,88840",2020
110,Iraq,Middle East and North Africa,4.7848,6.39054,0.65358,60,"0,40906","0,26851","0,86277",2020
111,Lebanon,Middle East and North Africa,4.7715,5.78673,0.77056,67,"0,26760","0,27820","0,95964",2020
112,Burkina Faso,Sub-Saharan Africa,4.7687,1.96832,0.60055,54,"0,46504","0,32711","0,76291",2020
114,Mali,Sub-Saharan Africa,4.7293,2.29367,0.62882,52,"0,54457","0,29776","0,88344",2020
115,Nigeria,Sub-Saharan Africa,4.7241,4.20324,0.63759,50,"0,62758","0,38842","0,91074",2020
116,Armenia,Commonwealth of Independent States,4.6768,5.25981,0.66852,67,"0,54535","0,18818","0,80378",2020
117,Georgia,Commonwealth of Independent States,4.6726,5.51319,0.47248,64,"0,70030","0,08355","0,67348",2020
118,Iran,Middle East and North Africa,4.6724,6.69837,0.57269,66,"0,43446","0,48609","0,73244",2020
119,Jordan,Middle East and North Africa,4.6334,5.10959,0.73672,67,"0,61283","0,16057","0,71514",2020
121,Kenya,Sub-Saharan Africa,4.583,3.10029,0.58484,60,"0,74889","0,69128","0,87396",2020
123,Ukraine,Commonwealth of Independent States,4.5607,5.07872,0.8538,65,"0,46075","0,31335","0,98190",2020
124,Liberia,Sub-Saharan Africa,4.5579,1.13298,0.59496,56,"0,58555","0,39832","0,90408",2020
126,Uganda,Sub-Saharan Africa,4.432,2.03255,0.67999,56,"0,57940","0,46473","0,88030",2020
127,Chad,Sub-Saharan Africa,4.4227,1.96715,0.4776,48,"0,32974","0,36995","0,83916",2020
128,Tunisia,Middle East and North Africa,4.3922,5.69243,0.56357,67,"0,34021","0,09807","0,91766",2020
129,Mauritania,Middle East and North Africa,4.3746,3.51203,0.7194,57,"0,26788","0,22621","0,77069",2020
130,Sri Lanka,South Asia,4.327,5.8437,0.77214,67,"0,76252","0,44342","0,90726",2020
133,Myanmar,Southeast Asia,4.308,4.41271,0.70962,59,"0,86183","1,00000","0,64827",2020
135,Togo,Sub-Saharan Africa,4.1872,1.74478,0.35386,55,"0,43784","0,35235","0,78463",2020
136,Ethiopia,Sub-Saharan Africa,4.1862,2.0507,0.64689,59,"0,59510","0,39960","0,77973",2020
137,Madagascar,Sub-Saharan Africa,4.1656,1.59144,0.53225,59,"0,27834","0,33553","0,85699",2020
138,Egypt,Middle East and North Africa,4.1514,5.6956,0.63489,62,"0,53902","0,12074","0,82095",2020
139,Sierra Leone,Sub-Saharan Africa,3.9264,1.56546,0.48333,51,"0,55105","0,45216","0,91008",2020
141,Zambia,Sub-Saharan Africa,3.7594,3.49347,0.579,55,"0,70870","0,43983","0,83738",2020
144,India,South Asia,3.5733,4.75426,0.41627,60,"0,83826","0,41605","0,80196",2020
145,Malawi,Sub-Saharan Africa,3.538,1.14881,0.34271,58,"0,70303","0,37413","0,75311",2020
147,Botswana,Sub-Saharan Africa,3.4789,6.4916,0.70155,59,"0,73433","0,05863","0,80909",2020
148,Tanzania,Sub-Saharan Africa,3.4762,2.97501,0.5639,57,"0,73470","0,47654","0,61760",2020
151,Zimbabwe,Sub-Saharan Africa,3.2992,2.76938,0.67709,56,"0,54438","0,26561","0,84821",2020
153,Afghanistan,South Asia,2.5669,1.95686,0.23032,53,"0,00000","0,23733","0,99770",2020
149,Afghanistan,South Asia,2.5229,2.11402,0.0,52,"0,00000","0,22474","0,98250",2021
93,Albania,Central and Eastern Europe,5.1174,5.7574,0.45126,69,"0,68576","0,31123","0,95529",2021
57,Argentina,Latin America and Caribbean,5.9293,6.63769,0.83585,69,"0,75926","0,12830","0,87708",2021
86,Armenia,Commonwealth of Independent States,5.2826,5.69131,0.64658,67,"0,75390","0,14524","0,63853",2021
11,Australia,North America and ANZ,7.1835,8.3019,0.91777,74,"0,90401","0,53836","0,42027",2021
10,Austria,Western Europe,7.2678,8.52282,0.90629,73,"0,89388","0,39740","0,46586",2021
101,Bangladesh,South Asia,5.0246,3.62965,0.44354,65,"0,84173","0,29746","0,69948",2021
20,Belgium,Western Europe,6.834,8.35672,0.85124,72,"0,68250","0,16245","0,65738",2021
99,Benin,Sub-Saharan Africa,5.0452,2.89676,0.04981,55,"0,63859","0,30655","0,67503",2021
69,Bolivia,Latin America and Caribbean,5.7159,4.80988,0.66687,64,"0,83771","0,25411","0,88297",2021
64,Bosnia and Herzegovina,Central and Eastern Europe,5.8131,5.89613,0.7837,68,"0,55168","0,48291","0,99052",2021
146,Botswana,Sub-Saharan Africa,3.4665,6.27831,0.61801,59,"0,75231","0,05061","0,83820",2021
35,Brazil,Latin America and Caribbean,6.3301,5.87077,0.80524,67,"0,71835","0,26166","0,78662",2021
88,Bulgaria,Central and Eastern Europe,5.2655,6.74535,0.89975,67,"0,69022","0,23100","0,99157",2021
113,Burkina Faso,Sub-Saharan Africa,4.8338,2.08086,0.40293,54,"0,53165","0,33691","0,77674",2021
114,Cambodia,Southeast Asia,4.8304,3.44236,0.58036,62,"0,98037","0,38822","0,88816",2021
91,Cameroon,Sub-Saharan Africa,5.1418,3.10058,0.47471,54,"0,59393","0,37820","0,89303",2021
14,Canada,North America and ANZ,7.1033,8.26303,0.89088,74,"0,90575","0,45492","0,38807",2021
128,Chad,Sub-Saharan Africa,4.3554,1.45411,0.30116,48,"0,33461","0,39712","0,84554",2021
43,Chile,Latin America and Caribbean,6.1719,6.8561,0.80658,70,"0,61143","0,29391","0,87288",2021
84,China,East Asia,5.3391,6.06207,0.66924,70,"0,88810","0,17144","0,78545",2021
52,Colombia,Latin America and Caribbean,6.0124,5.83025,0.73847,68,"0,77371","0,18483","0,88515",2021
16,Costa Rica,Latin America and Caribbean,7.0694,6.47464,0.82391,71,"0,93933","0,19487","0,84769",2021
60,Croatia,Central and Eastern Europe,5.8817,7.14768,0.88595,71,"0,63212","0,20546","1,00000",2021
39,Cyprus,Western Europe,6.2235,7.86375,0.65284,74,"0,64801","0,32932","0,88900",2021
2,Denmark,Western Europe,7.6195,8.57642,0.94517,73,"0,95837","0,38358","0,11299",2021
73,Dominican Republic,Latin America and Caribbean,5.5451,6.31987,0.75007,66,"0,81207","0,18665","0,73737",2021
66,Ecuador,Latin America and Caribbean,5.764,5.34315,0.68785,69,"0,78255","0,19824","0,88705",2021
132,Egypt,Middle East and North Africa,4.2827,5.45037,0.55191,62,"0,62343","0,12780","0,83139",2021
49,El Salvador,Latin America and Caribbean,6.0605,4.82622,0.57554,66,"0,85967","0,21440","0,70717",2021
40,Estonia,Western Europe,6.1888,7.67446,0.92027,69,"0,89562","0,21931","0,51866",2021
133,Ethiopia,Sub-Saharan Africa,4.2747,2.11179,0.57905,59,"0,62947","0,44613","0,79145",2021
1,Finland,Western Europe,7.8421,8.26118,0.94362,72,"0,96454","0,22947","0,12117",2021
21,France,Western Europe,6.6899,8.11889,0.92199,74,"0,74800","0,17070","0,57009",2021
112,Gabon,Sub-Saharan Africa,4.8518,5.92207,0.60308,60,"0,59282","0,10642","0,88363",2021
108,Georgia,Commonwealth of Independent States,4.8914,5.88527,0.40074,64,"0,68128","0,05991","0,66835",2021
13,Germany,Western Europe,7.1545,8.45544,0.84669,73,"0,83861","0,36012","0,44109",2021
95,Ghana,Sub-Saharan Africa,5.0884,3.88112,0.50767,58,"0,72191","0,49597","0,89369",2021
68,Greece,Middle East and North Africa,5.7226,7.27059,0.69218,73,"0,33994","0,00000","0,86448",2021
30,Guatemala,Latin America and Caribbean,6.4345,4.82532,0.67397,65,"0,89069","0,30198","0,80870",2021
102,Guinea,Sub-Saharan Africa,4.9843,2.39946,0.33995,55,"0,53616","0,46141","0,79789",2021
59,Honduras,Latin America and Caribbean,5.9192,4.01677,0.67134,67,"0,80778","0,44490","0,84769",2021
53,Hungary,Central and Eastern Europe,5.9916,7.42912,0.92415,68,"0,63424","0,12290","0,92633",2021
4,Iceland,Western Europe,7.5539,8.46586,1.0,73,"0,97449","0,54046","0,68920",2021
139,India,South Asia,3.8189,4.23021,0.26976,61,"0,86913","0,45496","0,80681",2021
82,Indonesia,Southeast Asia,5.3445,5.44669,0.67036,62,"0,83471","1,00000","0,91599",2021
118,Iran,Middle East and North Africa,4.7212,5.88487,0.47556,66,"0,38368","0,61061","0,73740",2021
111,Iraq,Middle East and North Africa,4.8541,5.19779,0.54407,61,"0,42152","0,28332","0,92520",2021
15,Ireland,Western Europe,7.0853,9.39281,0.93137,72,"0,84572","0,44033","0,32797",2021
12,Israel,Middle East and North Africa,7.1571,7.8612,0.916,74,"0,71090","0,38427","0,78279",2021
28,Italy,Western Europe,6.4831,7.95726,0.80209,74,"0,52885","0,24578","0,91415",2021
85,Ivory Coast,Sub-Saharan Africa,5.306,3.82295,0.34881,50,"0,61136","0,32742","0,83103",2021
37,Jamaica,Latin America and Caribbean,6.3092,5.09031,0.79545,68,"0,86310","0,18242","0,93593",2021
56,Japan,East Asia,5.9405,7.93438,0.80975,75,"0,70362","0,03611","0,64840",2021
127,Jordan,Middle East and North Africa,4.3946,5.08214,0.58467,67,"0,63484","0,14627","0,72628",2021
45,Kazakhstan,Commonwealth of Independent States,6.1518,7.0231,0.94075,65,"0,80011","0,26360","0,75943",2021
121,Kenya,Sub-Saharan Africa,4.6066,3.44317,0.43331,61,"0,67438","0,69304","0,86716",2021
33,Kosovo,Central and Eastern Europe,6.372,5.35379,0.68871,64,"0,82807","0,65755","0,97451",2021
67,Kyrgyzstan,Commonwealth of Independent States,5.7436,3.79776,0.82789,64,"0,93950","0,49109","0,96314",2021
51,Latvia,Western Europe,6.032,7.3424,0.89346,67,"0,56563","0,15203","0,83724",2021
123,Lebanon,Middle East and North Africa,4.5838,5.96729,0.74031,67,"0,24384","0,25875","0,95192",2021
120,Liberia,Sub-Saharan Africa,4.6252,1.30184,0.49489,56,"0,60083","0,40784","0,89568",2021
38,Lithuania,Western Europe,6.2554,7.70947,0.90851,68,"0,66529","0,10301","0,86737",2021
8,Luxembourg,Western Europe,7.3244,10.0,0.85558,73,"0,89301","0,30684","0,35510",2021
135,Madagascar,Sub-Saharan Africa,4.2085,1.51864,0.42883,59,"0,28964","0,34110","0,84115",2021
144,Malawi,Sub-Saharan Africa,3.6,0.64296,0.14298,58,"0,67635","0,39358","0,75475",2021
81,Malaysia,Southeast Asia,5.3843,7.1895,0.68016,67,"0,87168","0,49831","0,88332",2021
117,Mali,Sub-Saharan Africa,4.7235,2.21162,0.50325,52,"0,53624","0,30388","0,86888",2021
23,Malta,Western Europe,6.602,8.05856,0.90005,72,"0,92705","0,50717","0,66601",2021
134,Mauritania,Middle East and North Africa,4.2274,3.80442,0.63873,57,"0,30503","0,21905","0,75690",2021
